listing_id,city,neighborhood,room_type,property_type,bedrooms,bathrooms,accommodates,review_score,number_of_reviews,host_response_rate,availability_365,cancellation_policy,amenities_count,latitude,longitude,price
699,Los Angeles,Harbor Area,Hotel room,Cottage,1,2,2,3.45,421,92,259,Moderate,9,65.178733,15.559234,333.81
700,San Francisco,Uptown,Private room,Loft,4,3,7,3.74,258,52,307,Moderate,3,61.054622,-172.62825,609.47
701,Seattle,Beachside,Private room,Villa,5,3,1,2.52,467,59,246,Flexible,9,27.538692,7.87504,377.1
702,Austin,Beachside,Private room,Cottage,1,1,5,3.73,453,91,158,Flexible,6,0.409476,49.299124,316.43
703,Los Angeles,Downtown,Hotel room,Condo,2,3,9,4.97,102,63,202,Flexible,7,39.868051,-95.650164,527.24
704,Austin,Old Town,Shared room,Condo,5,3,7,3.2,480,61,111,Strict,3,-88.932921,28.417383,466.19
705,Los Angeles,Harbor Area,Hotel room,Cottage,5,1,7,3.49,54,96,291,Moderate,9,16.639336,52.980398,508.48
706,Los Angeles,Uptown,Entire home/apt,Townhouse,4,3,2,4.22,256,91,309,Strict,3,62.533104,67.278988,489.51
707,Los Angeles,Harbor Area,Entire home/apt,Cottage,3,1,8,4.54,100,79,118,Moderate,7,-25.75802,99.505196,514.18
708,San Francisco,Harbor Area,Hotel room,Condo,3,2,3,3.54,197,81,16,Strict,2,-70.507916,-67.917873,478.69
709,Los Angeles,Suburb,Hotel room,Loft,4,1,8,3.27,300,81,330,Moderate,8,-14.242095,24.399704,388.28
710,Chicago,Downtown,Private room,Apartment,4,3,3,4.84,225,91,226,Flexible,2,40.878801,173.368451,415.96
711,Denver,Uptown,Hotel room,Apartment,4,1,7,4.19,430,81,360,Flexible,3,-70.685782,143.331901,378.97
712,Austin,Uptown,Private room,Cottage,3,3,2,2.8,462,75,116,Flexible,2,-52.911259,162.959554,342.33
713,New York,Harbor Area,Entire home/apt,House,4,2,4,2.67,236,50,42,Strict,8,-63.440668,-40.990897,418.73
714,Boston,Downtown,Private room,Cottage,1,1,6,3.71,25,91,114,Flexible,10,53.450596,103.294118,295.05
715,Seattle,Beachside,Hotel room,Townhouse,5,2,9,3.05,120,51,282,Moderate,8,-78.679328,43.163263,521.21
716,Atlanta,Uptown,Entire home/apt,Cottage,5,3,5,3.13,397,66,36,Strict,6,33.58557,-150.21537,313.9
717,San Francisco,Beachside,Shared room,Apartment,2,3,9,4.69,181,79,301,Moderate,2,-24.037754,116.63294,673.73
718,New York,Downtown,Private room,Condo,2,2,5,2.72,198,88,112,Strict,5,46.042424,63.756459,387.41
719,Miami,Beachside,Entire home/apt,Cottage,5,1,8,4.29,301,56,34,Moderate,5,83.589015,-108.389751,539.42
720,Chicago,Midtown,Private room,Condo,1,1,1,3.18,254,76,131,Moderate,7,-69.381846,-151.294119,219.82
721,Atlanta,Suburb,Entire home/apt,Condo,3,3,7,4.4,121,58,335,Strict,6,-33.410693,121.327967,366.44
722,Boston,City Center,Entire home/apt,House,3,2,4,4.31,30,71,335,Strict,6,55.822577,-151.595341,457.57
723,New York,Uptown,Private room,Condo,1,2,5,2.52,471,83,227,Flexible,7,-42.091491,-147.112608,380.4
724,Atlanta,Old Town,Shared room,Apartment,3,1,6,3.77,314,95,146,Flexible,3,-51.278293,-26.133016,280.05
725,New York,Suburb,Entire home/apt,Loft,4,1,5,2.85,478,98,121,Moderate,2,58.568036,-131.472782,405.92
726,Chicago,City Center,Entire home/apt,Loft,5,1,1,4.67,284,50,80,Moderate,4,87.674826,148.921055,349.64
727,Boston,Beachside,Entire home/apt,Villa,5,2,9,4.68,105,58,172,Moderate,9,10.238506,-10.697783,559.82
728,Miami,Uptown,Shared room,Townhouse,1,1,2,3.55,223,69,153,Strict,10,-39.951225,24.894353,321.81
729,Los Angeles,Beachside,Shared room,Cottage,3,1,9,3.61,272,68,149,Strict,8,-18.258127,154.118192,495.26
730,Austin,Midtown,Hotel room,Townhouse,2,3,2,3.26,397,85,57,Flexible,9,-59.376541,10.894761,319.84
731,Miami,Downtown,Private room,Apartment,2,1,9,4.29,231,89,62,Moderate,2,47.13971,-52.707187,494.92
732,Los Angeles,Uptown,Shared room,Condo,3,1,6,3.4,419,94,155,Flexible,4,49.225323,106.975838,405.11
733,San Francisco,City Center,Private room,Loft,2,2,9,3.17,255,53,355,Strict,8,67.521779,-20.573929,558.9
734,Denver,City Center,Hotel room,Townhouse,1,2,6,3.58,441,58,321,Strict,6,-85.211539,-65.351007,238.43
735,Seattle,Midtown,Private room,Apartment,1,3,6,2.73,495,90,167,Strict,3,11.156641,80.362605,312.19
736,Seattle,Midtown,Shared room,Loft,3,1,2,4.37,23,71,165,Flexible,3,-51.434022,108.578044,416.83
737,Austin,Harbor Area,Private room,Condo,2,3,8,2.53,108,67,84,Strict,6,-28.641057,105.01782,335.79
738,Boston,Uptown,Shared room,Townhouse,1,2,3,4.11,190,61,136,Moderate,10,51.292011,171.962789,367.15
739,Chicago,Beachside,Private room,Loft,1,3,7,2.96,346,91,188,Flexible,10,-55.433943,103.200102,341.69
740,Boston,Old Town,Shared room,Cottage,4,2,5,3.08,24,92,1,Strict,2,24.901515,97.176037,380.28
741,Chicago,City Center,Shared room,Cottage,4,3,3,4.09,186,88,105,Flexible,9,27.821914,128.694691,339.77
742,Boston,City Center,Private room,Villa,1,3,1,4.98,287,58,363,Flexible,5,81.736905,-179.93333,416.95
743,Denver,Midtown,Hotel room,Villa,3,1,8,4.44,115,55,71,Strict,10,49.528967,-49.524692,338.45
744,San Francisco,Suburb,Entire home/apt,Loft,5,3,3,3.06,337,68,125,Strict,2,54.654326,85.537115,511.84
745,San Francisco,Midtown,Hotel room,Apartment,5,1,2,2.94,365,97,169,Flexible,4,5.688135,35.898844,451.79
746,Los Angeles,Old Town,Private room,Cottage,1,1,1,4.67,401,96,204,Flexible,2,-56.379455,-116.074079,291.1
747,Atlanta,Beachside,Hotel room,Apartment,1,1,4,3.61,36,56,312,Strict,2,-13.398594,-70.656088,232.51
748,San Francisco,Beachside,Shared room,Apartment,1,1,8,2.84,281,65,336,Moderate,4,8.908123,-58.75466,377.83
749,San Francisco,Suburb,Entire home/apt,Loft,3,3,3,4.66,136,54,194,Flexible,7,32.115465,24.41812,470.41
750,Miami,City Center,Private room,Apartment,4,2,1,4.54,226,65,157,Flexible,4,19.38764,119.375387,498.32
751,Miami,Midtown,Private room,Cottage,1,2,4,4.96,319,50,140,Moderate,2,-19.083991,155.697041,384.78
752,Los Angeles,Harbor Area,Private room,Condo,1,2,9,4.77,327,86,274,Strict,3,-42.243641,90.033269,452.5
753,Atlanta,Beachside,Entire home/apt,Villa,2,3,1,4.63,403,88,6,Strict,2,-59.718448,123.46214,292.76
754,Austin,Old Town,Shared room,Condo,3,1,2,2.63,181,68,53,Moderate,5,34.89217,-10.765455,278.54
755,Miami,Uptown,Private room,Apartment,1,2,9,2.76,361,86,103,Strict,7,26.171761,-39.680885,458.74
756,Austin,Downtown,Hotel room,Condo,2,3,2,3.92,85,66,341,Strict,6,33.727044,-38.624928,359.1
757,New York,Downtown,Private room,Cottage,5,1,3,3.83,466,75,337,Flexible,3,-22.945058,41.77387,484.53
758,Miami,Downtown,Private room,Cottage,1,2,7,3.64,413,71,60,Flexible,7,-42.766592,-135.274786,456.52
759,Denver,Harbor Area,Private room,Apartment,1,1,3,3.49,52,57,86,Flexible,2,46.749839,28.617906,229.57
760,Atlanta,City Center,Private room,Loft,2,2,9,3.58,347,82,257,Moderate,10,49.256531,59.44783,303.31
761,Los Angeles,Midtown,Shared room,Condo,3,2,6,3.92,354,51,177,Strict,2,-7.989053,-21.992854,462.25
762,New York,Suburb,Hotel room,Loft,1,2,3,2.51,234,79,241,Strict,8,20.142735,163.140184,278.03
763,Atlanta,Harbor Area,Shared room,Loft,5,1,9,3.15,446,96,202,Flexible,8,-22.76646,38.956778,374.03
764,Denver,Harbor Area,Hotel room,House,1,3,1,3.8,266,69,30,Flexible,6,36.350496,-100.80019,265.18
765,Atlanta,Beachside,Private room,Apartment,5,1,3,4.31,286,67,288,Moderate,5,60.429887,-7.482147,321.04
766,Denver,Uptown,Entire home/apt,Villa,4,2,1,2.94,432,92,79,Strict,4,33.88199,63.145597,233.2
767,Denver,Harbor Area,Shared room,Cottage,4,1,2,3.87,495,59,10,Moderate,3,2.264873,-63.493515,324.89
768,Austin,Old Town,Entire home/apt,Cottage,5,3,8,4.29,486,73,253,Strict,2,-7.441567,-151.329022,529.61
769,Boston,Uptown,Shared room,Apartment,3,1,7,3.61,99,53,286,Moderate,3,25.617537,30.036828,432.15
770,New York,Old Town,Private room,Townhouse,1,3,2,2.57,477,86,175,Flexible,10,32.36596,161.233261,331.63
771,Atlanta,City Center,Shared room,Townhouse,1,3,2,3.62,86,53,125,Moderate,8,10.5713,-5.374085,220.07
772,Chicago,Midtown,Private room,Townhouse,4,1,9,3.24,402,62,46,Moderate,9,22.48961,146.199269,383.9
773,New York,Downtown,Shared room,Villa,5,2,6,4.82,395,74,205,Flexible,9,-72.614037,120.608492,653.91
774,Boston,Harbor Area,Private room,Cottage,1,3,5,2.81,14,62,106,Strict,8,81.317793,-126.931398,337.78
775,New York,Midtown,Private room,Apartment,1,1,6,4.13,414,67,274,Strict,8,52.339151,74.941172,413.04
776,San Francisco,City Center,Hotel room,Cottage,3,3,9,2.63,426,73,336,Flexible,8,-22.692983,-23.232411,561.45
777,Chicago,Suburb,Private room,Loft,2,2,7,3.62,100,51,122,Moderate,4,11.30627,-89.911323,342.67
778,Boston,Suburb,Hotel room,Condo,4,1,9,3.88,164,97,133,Moderate,6,-81.481585,67.297808,494.95
779,Austin,City Center,Private room,Condo,4,1,4,3.24,462,82,106,Moderate,9,-82.578993,87.357859,351.11
780,Atlanta,Old Town,Entire home/apt,Cottage,2,1,2,3.64,28,68,304,Strict,8,-44.8563,-115.237325,230.63
781,Seattle,Beachside,Private room,House,1,2,8,2.91,113,58,328,Moderate,7,34.146296,149.200086,330.68
782,Boston,Beachside,Entire home/apt,Villa,3,3,4,3.26,106,77,49,Strict,9,63.386595,90.413008,417.42
783,Los Angeles,Old Town,Entire home/apt,Townhouse,3,1,9,4.05,409,84,336,Moderate,10,10.653458,156.01518,549.23
784,Atlanta,Suburb,Private room,Villa,4,3,4,3.25,363,88,94,Flexible,3,5.783893,-65.853641,312.17
785,Boston,Suburb,Entire home/apt,Villa,3,3,8,4.75,129,59,267,Flexible,8,-17.584284,158.160606,513.67
786,San Francisco,Harbor Area,Hotel room,Loft,2,2,9,4.07,83,50,22,Strict,6,-60.912368,-47.333643,524.02
787,Seattle,Suburb,Shared room,Villa,1,1,9,3.6,270,91,53,Strict,2,-68.696262,-160.570886,343.19
788,San Francisco,Midtown,Private room,Condo,2,3,4,2.6,243,70,253,Flexible,10,46.922357,94.66898,493.13
789,Seattle,Suburb,Entire home/apt,Loft,5,1,1,3.75,387,58,234,Flexible,6,76.950639,73.262932,412.07
790,Los Angeles,Uptown,Private room,Apartment,4,1,3,4.41,213,96,58,Moderate,8,-7.509021,35.247957,398.49
791,Atlanta,Harbor Area,Hotel room,Villa,3,2,9,3.16,305,64,163,Flexible,7,28.700219,-3.638252,329.64
792,Austin,Downtown,Private room,Villa,5,1,4,4.52,165,84,258,Strict,3,74.602377,-168.420503,463.26
793,San Francisco,Suburb,Private room,Apartment,3,1,5,3.13,278,54,313,Flexible,8,-73.779546,44.855011,451.9
794,San Francisco,Old Town,Entire home/apt,Villa,1,3,7,4.56,58,90,215,Strict,4,48.686662,-29.939539,528.52
795,Denver,Downtown,Hotel room,Apartment,1,2,5,2.71,89,71,182,Strict,10,21.027039,21.675385,299.6
796,Seattle,Midtown,Shared room,Loft,1,1,4,4.67,370,90,56,Moderate,10,17.754692,-25.444317,288.96
797,Miami,Old Town,Shared room,Condo,3,3,2,3.75,330,72,144,Moderate,6,-37.342723,167.780208,524.62
798,Atlanta,Downtown,Entire home/apt,Apartment,5,2,2,3.24,411,56,89,Moderate,2,33.100804,37.479204,294.58
799,Seattle,Old Town,Private room,House,1,2,4,3.16,193,72,310,Moderate,10,53.063596,89.725079,348.01
800,Denver,Midtown,Entire home/apt,Apartment,5,3,9,3.58,122,93,44,Flexible,8,-69.68553,157.084901,407.75
801,New York,Harbor Area,Entire home/apt,Villa,3,3,8,5.0,135,74,256,Moderate,3,6.033858,32.975756,599.2
802,Seattle,Uptown,Entire home/apt,Townhouse,5,3,3,3.05,412,76,20,Flexible,9,-71.772267,-175.657494,400.88
803,Austin,Midtown,Private room,Townhouse,3,3,9,2.76,138,90,20,Moderate,6,67.063323,-167.654996,421.37
804,Atlanta,Midtown,Hotel room,Loft,3,3,5,3.96,228,55,51,Moderate,4,1.37461,72.841836,325.22
805,Denver,Old Town,Entire home/apt,Cottage,4,1,3,3.72,273,83,337,Strict,9,55.433824,-79.529351,333.16
806,New York,Harbor Area,Private room,Loft,3,1,5,3.81,438,58,170,Flexible,9,-23.744585,28.576702,399.28
807,Chicago,City Center,Hotel room,Cottage,3,2,4,4.17,49,98,66,Strict,7,-67.485919,-107.180215,360.34
808,Denver,Beachside,Entire home/apt,Townhouse,2,1,8,3.17,397,82,112,Moderate,9,-82.530125,-82.710405,324.42
809,Chicago,Suburb,Shared room,Townhouse,1,1,5,4.78,117,55,299,Flexible,3,-39.328268,1.67078,340.14
810,Atlanta,Suburb,Hotel room,Apartment,4,1,8,3.59,201,86,159,Moderate,7,-46.037934,171.205007,323.99
811,San Francisco,Uptown,Entire home/apt,Condo,4,3,9,2.82,482,80,265,Strict,5,10.863355,41.857376,598.38
812,Denver,Uptown,Hotel room,House,4,2,4,4.36,392,83,319,Flexible,7,-86.087009,157.013318,354.55
813,Los Angeles,Suburb,Hotel room,Loft,2,2,7,4.11,482,90,231,Strict,10,3.702698,165.376748,456.75
814,Chicago,Beachside,Hotel room,Villa,3,2,2,3.29,394,78,324,Moderate,10,-19.481086,-105.080401,332.93
815,Austin,Suburb,Hotel room,Cottage,1,2,6,4.05,190,63,67,Moderate,10,13.882009,-67.970303,312.69
816,Los Angeles,City Center,Hotel room,Villa,5,1,8,3.05,363,85,27,Moderate,3,36.435155,97.197221,470.44
817,Boston,Beachside,Hotel room,Condo,3,1,7,3.61,459,85,115,Flexible,6,24.13655,132.035041,395.39
818,Boston,Uptown,Entire home/apt,Cottage,2,3,7,4.75,322,64,50,Strict,4,87.235986,6.921628,509.93
819,New York,Downtown,Shared room,Loft,3,2,8,2.83,180,57,180,Strict,7,-65.112238,177.561384,537.26
820,San Francisco,Old Town,Private room,Apartment,3,1,7,3.47,422,75,259,Moderate,7,-12.647338,-175.834008,457.58
821,Atlanta,City Center,Hotel room,Villa,2,1,5,4.55,77,85,78,Strict,4,-13.530467,-72.146644,284.93
822,Denver,City Center,Private room,Condo,4,3,7,4.92,439,97,272,Flexible,5,-14.930423,44.338231,453.94
823,Miami,Harbor Area,Entire home/apt,Loft,4,3,3,3.63,411,70,107,Moderate,6,29.483711,-11.055632,507.35
824,Austin,Uptown,Hotel room,Townhouse,1,3,5,3.77,74,77,73,Moderate,7,-1.830949,-138.022932,367.37
825,Chicago,Uptown,Shared room,Townhouse,1,1,7,3.93,294,53,174,Moderate,9,3.137861,-47.596649,279.18
826,Atlanta,Midtown,Private room,Loft,4,1,9,4.83,280,65,183,Flexible,4,-12.175921,-170.839028,393.4
827,Los Angeles,City Center,Hotel room,Loft,5,3,2,4.65,20,71,22,Moderate,6,88.505903,51.388577,503.41
828,Boston,Midtown,Entire home/apt,Loft,3,2,4,2.93,393,61,273,Moderate,8,76.961043,141.387315,417.21
829,Austin,Midtown,Shared room,Cottage,5,3,7,3.59,170,65,128,Moderate,2,-34.609646,138.554685,490.33
830,Miami,Old Town,Private room,Loft,3,3,1,3.66,14,89,290,Moderate,5,-69.913094,71.836011,389.45
831,Denver,Midtown,Private room,Villa,4,3,2,4.47,210,87,319,Strict,8,61.15765,-12.32273,361.23
832,New York,Beachside,Hotel room,Condo,1,3,9,4.01,47,91,185,Moderate,4,89.490645,4.331383,559.3
833,Miami,Suburb,Shared room,Cottage,1,1,7,4.14,85,86,58,Flexible,10,-37.330399,-130.709223,402.85
834,Austin,Downtown,Shared room,Loft,5,2,7,5.0,148,78,0,Moderate,2,-25.598713,-57.233846,511.53
835,Miami,Uptown,Shared room,House,1,3,6,2.69,187,67,130,Moderate,9,79.493973,-112.417893,343.77
836,Austin,Beachside,Shared room,House,4,2,3,3.06,371,59,66,Strict,2,38.003313,115.632073,368.73
837,Austin,Downtown,Entire home/apt,Condo,5,2,3,3.52,491,91,292,Moderate,7,-36.7851,149.311404,400.36
838,Seattle,City Center,Shared room,Townhouse,3,2,2,3.37,479,88,284,Strict,4,14.588368,13.292374,377.0
839,Chicago,City Center,Private room,Apartment,1,3,6,2.55,305,67,88,Flexible,7,79.961324,81.995055,306.63
840,Boston,City Center,Private room,Apartment,2,1,4,2.73,150,50,99,Strict,10,56.126359,-136.272682,304.17
841,Seattle,Beachside,Entire home/apt,Townhouse,1,3,5,4.2,140,88,188,Moderate,6,43.529888,39.072472,362.81
842,Denver,Beachside,Private room,Cottage,3,2,3,4.7,68,70,345,Flexible,6,42.659336,73.004768,303.57
843,Seattle,Uptown,Private room,Cottage,5,2,6,3.79,259,50,240,Moderate,2,-57.956342,-17.003473,464.4
844,San Francisco,Suburb,Shared room,Cottage,3,1,3,3.85,475,64,269,Strict,8,58.442623,-92.42169,485.24
845,San Francisco,Harbor Area,Private room,Apartment,2,3,8,3.14,333,53,218,Flexible,8,-40.298646,135.854827,462.98
846,Boston,Midtown,Entire home/apt,House,4,2,9,4.42,455,69,175,Flexible,9,77.465998,87.447139,522.7
847,Miami,City Center,Shared room,Apartment,1,1,4,4.38,8,59,340,Strict,7,-24.364802,143.948621,403.89
848,Chicago,Old Town,Hotel room,Villa,5,2,9,3.97,120,72,232,Strict,3,64.378871,114.624953,497.94
849,Boston,Suburb,Shared room,Loft,4,1,7,3.03,370,90,150,Flexible,5,-42.077971,176.534795,416.14
850,Austin,Old Town,Entire home/apt,Cottage,3,1,3,2.74,418,83,276,Flexible,7,2.614849,-110.817816,267.21
851,Los Angeles,Uptown,Shared room,House,5,3,7,2.66,100,95,228,Strict,10,-70.760647,-148.770804,558.63
852,Chicago,Uptown,Shared room,Condo,4,2,1,3.98,148,97,170,Moderate,2,28.821403,-58.678995,333.75
853,Chicago,Uptown,Entire home/apt,Condo,5,3,3,4.56,441,82,222,Flexible,8,60.49427,-133.558497,402.1
854,Austin,Downtown,Shared room,Loft,2,2,6,4.65,145,83,212,Strict,6,39.320511,8.326841,427.62
855,Austin,Old Town,Entire home/apt,House,2,3,4,3.66,352,88,281,Moderate,3,4.186532,47.890406,371.52
856,New York,Suburb,Entire home/apt,Apartment,1,2,7,4.46,455,59,40,Flexible,3,-81.879142,28.183901,507.84
857,Boston,Harbor Area,Hotel room,Apartment,1,3,3,4.87,242,69,121,Flexible,6,78.019381,-86.673551,378.88
858,Austin,Suburb,Private room,Villa,2,1,1,3.19,240,50,226,Strict,8,36.988119,147.176651,262.15
859,San Francisco,Beachside,Private room,Villa,5,2,9,3.49,336,62,293,Moderate,8,44.255563,-172.377949,699.91
860,Denver,Beachside,Shared room,Apartment,2,2,6,4.83,42,50,87,Flexible,6,53.042504,-54.715193,358.28
861,Los Angeles,City Center,Shared room,Condo,1,1,8,3.35,94,54,266,Moderate,8,44.593817,78.837291,404.08
862,Boston,Harbor Area,Hotel room,Cottage,2,3,3,4.78,225,65,28,Moderate,7,-10.59909,96.094413,478.5
863,Atlanta,Beachside,Hotel room,Condo,2,2,8,4.95,5,64,246,Flexible,2,42.051929,-30.197324,350.57
864,San Francisco,Uptown,Hotel room,Villa,5,2,2,4.15,213,98,315,Moderate,2,22.504822,-173.912467,536.27
865,Miami,Suburb,Entire home/apt,Loft,4,3,4,4.54,205,77,243,Flexible,10,63.72294,42.495724,567.36
866,Austin,Old Town,Hotel room,Apartment,1,1,3,4.37,66,80,60,Moderate,2,54.442767,-157.285915,266.19
867,Atlanta,Uptown,Hotel room,Villa,5,3,1,4.25,395,72,146,Flexible,2,-82.552611,-141.171921,323.4
868,Austin,Downtown,Shared room,Villa,2,3,7,3.27,99,97,173,Strict,4,-21.800324,54.090259,403.5
869,Chicago,Beachside,Hotel room,Cottage,2,3,2,2.64,11,94,277,Flexible,8,-83.751093,-67.504203,189.87
870,San Francisco,Uptown,Entire home/apt,Apartment,4,2,4,3.36,236,92,333,Flexible,6,-71.626514,-54.709145,528.67
871,Chicago,Uptown,Entire home/apt,Cottage,1,1,9,4.17,321,66,141,Flexible,4,18.25393,-4.749452,353.4
872,New York,Downtown,Shared room,Apartment,1,1,6,2.76,257,98,43,Moderate,9,67.287928,172.288222,325.95
873,Chicago,Midtown,Hotel room,Cottage,3,3,8,2.53,398,83,143,Strict,2,-68.431543,167.559199,380.99
874,New York,Suburb,Hotel room,Condo,1,2,2,2.85,406,62,352,Moderate,8,-8.803928,-30.14604,326.25
875,New York,Old Town,Entire home/apt,Loft,4,3,7,4.29,412,63,332,Moderate,7,73.958203,-84.420282,610.61
876,Atlanta,City Center,Hotel room,Loft,3,2,6,4.93,336,60,54,Flexible,7,56.574177,-71.066825,366.34
877,Austin,Midtown,Hotel room,Apartment,3,2,9,4.96,479,77,306,Moderate,9,3.540221,-83.238733,502.99
878,Miami,Beachside,Hotel room,House,2,2,7,3.73,134,91,357,Flexible,9,48.882859,11.608491,484.75
879,Chicago,Uptown,Private room,Townhouse,2,2,1,4.67,221,81,160,Strict,8,4.084879,38.469531,278.68
880,San Francisco,Harbor Area,Shared room,Villa,1,1,8,4.34,155,84,284,Moderate,9,-61.543379,-4.03942,496.95
881,New York,Downtown,Private room,Villa,3,2,3,3.75,141,80,324,Moderate,10,-67.5475,-33.12203,495.79
882,Austin,Downtown,Shared room,Apartment,2,2,2,3.93,427,66,197,Moderate,8,-56.093718,-103.937386,308.78
883,Los Angeles,Harbor Area,Entire home/apt,Cottage,4,3,3,2.84,157,96,158,Flexible,10,-26.834023,-6.297987,474.7
884,Boston,Suburb,Hotel room,House,2,3,6,4.84,464,58,79,Flexible,2,77.495268,-57.203023,504.29
885,Atlanta,Midtown,Shared room,Condo,2,1,3,3.38,415,59,30,Moderate,3,53.942114,14.974367,263.55
886,Miami,City Center,Private room,Cottage,3,3,5,3.62,493,57,111,Moderate,10,-12.095719,63.06819,441.75
887,Seattle,Suburb,Hotel room,Cottage,3,2,6,4.18,325,70,45,Strict,10,-1.246192,47.992383,432.61
888,Atlanta,Harbor Area,Entire home/apt,Apartment,5,3,8,3.33,370,62,352,Strict,9,-42.190298,-13.503524,377.57
889,Los Angeles,Uptown,Shared room,Apartment,4,1,7,3.14,343,99,204,Strict,5,36.783532,20.178873,472.84
890,Boston,Harbor Area,Shared room,Villa,3,3,8,4.08,261,54,51,Strict,7,54.497821,-77.451793,492.2
891,Los Angeles,Suburb,Shared room,Apartment,1,3,3,2.56,282,55,137,Strict,7,-46.997155,-171.273507,259.76
892,Chicago,Old Town,Hotel room,Apartment,4,1,4,4.3,337,79,73,Flexible,6,-82.472108,45.007004,374.35
893,New York,Downtown,Private room,Apartment,4,1,6,3.79,343,80,40,Strict,9,22.30001,-89.075319,504.76
894,Miami,Downtown,Private room,Villa,3,2,7,4.01,228,66,76,Strict,2,11.252181,60.823336,488.64
895,Denver,Beachside,Shared room,Condo,4,3,9,4.08,375,60,186,Moderate,8,-17.616392,88.92306,406.97
896,New York,Beachside,Entire home/apt,Condo,3,2,1,3.82,279,69,51,Flexible,7,25.90091,149.733989,422.78
897,Denver,Harbor Area,Entire home/apt,Townhouse,2,3,8,3.96,357,97,86,Strict,7,9.110394,164.924206,338.6
898,Boston,City Center,Private room,Townhouse,5,3,8,4.21,289,58,108,Strict,5,-44.895316,-176.210623,579.47
899,Austin,Uptown,Entire home/apt,Apartment,2,2,6,4.38,167,51,224,Strict,7,-18.408784,176.534715,361.24
900,Seattle,Old Town,Private room,Townhouse,3,3,4,4.32,46,86,247,Moderate,7,-12.939557,65.886595,419.12
901,San Francisco,Midtown,Shared room,Villa,3,3,3,4.67,462,50,68,Moderate,5,68.444639,51.668698,558.27
902,New York,Suburb,Private room,Condo,2,3,3,2.97,202,53,119,Moderate,10,82.962748,-174.523286,427.64
903,Miami,City Center,Private room,Cottage,1,1,6,3.5,213,85,66,Strict,10,70.740245,130.044028,365.29
904,Los Angeles,Uptown,Shared room,Condo,1,2,8,4.87,245,74,60,Moderate,3,39.452044,-127.623079,493.61
905,Miami,Beachside,Entire home/apt,Condo,1,1,7,3.49,23,52,326,Strict,10,15.298692,121.438855,353.59
906,Boston,Harbor Area,Private room,Villa,3,2,1,2.81,320,58,190,Flexible,3,34.067094,-174.397483,281.04
907,Denver,Suburb,Private room,Townhouse,4,2,6,3.81,273,71,188,Strict,5,79.03966,52.547134,330.75
908,Los Angeles,Beachside,Shared room,Cottage,3,3,7,2.77,43,72,150,Moderate,3,-45.000228,-23.471448,415.91
909,San Francisco,Harbor Area,Entire home/apt,Villa,4,2,7,3.01,331,61,285,Flexible,4,6.321691,-107.723978,503.68
910,San Francisco,Suburb,Private room,Apartment,2,1,9,5.0,312,59,95,Strict,10,34.129443,-141.277899,658.01
911,New York,Midtown,Shared room,Loft,5,1,5,3.85,362,83,311,Flexible,4,32.26446,-21.554029,483.38
912,Boston,Uptown,Private room,Condo,4,1,1,3.21,155,92,308,Flexible,4,-44.589787,-135.60991,389.12
913,Austin,Suburb,Hotel room,Loft,1,2,2,4.99,487,59,262,Flexible,10,15.611675,-4.87922,322.21
914,Boston,Old Town,Shared room,Villa,3,1,4,4.92,379,79,96,Strict,6,53.264366,45.078141,448.63
915,Denver,City Center,Entire home/apt,Villa,2,2,5,3.6,198,71,112,Moderate,3,-4.485784,117.85831,274.78
916,Miami,Downtown,Entire home/apt,Villa,1,1,9,3.15,406,55,124,Strict,2,52.793654,64.313797,417.79
917,San Francisco,Old Town,Entire home/apt,Loft,2,1,1,4.6,468,99,131,Moderate,6,-25.221132,-156.528084,383.08
918,Miami,Old Town,Entire home/apt,Villa,5,2,3,4.29,161,51,120,Strict,8,78.976823,-69.324288,545.37
919,Miami,City Center,Private room,Apartment,3,1,5,4.22,394,79,196,Strict,8,6.107119,-76.327701,490.47
920,Miami,Downtown,Private room,Villa,3,3,3,4.73,469,51,293,Strict,2,17.270631,149.411672,485.61
921,San Francisco,Old Town,Entire home/apt,House,5,2,4,4.22,233,81,121,Moderate,5,-84.354918,132.401536,593.2
922,Atlanta,Suburb,Entire home/apt,Townhouse,3,2,3,3.21,162,91,281,Strict,4,-59.351555,-46.746749,272.8
923,Chicago,Suburb,Entire home/apt,Loft,4,2,4,4.23,115,65,259,Flexible,7,23.928098,-154.384108,389.85
924,Denver,Suburb,Private room,House,2,3,1,3.26,92,61,38,Strict,7,-14.423333,141.878634,279.7
925,Atlanta,Downtown,Entire home/apt,Villa,1,2,8,4.4,41,50,53,Flexible,10,1.469482,139.748383,324.41
926,Denver,Old Town,Entire home/apt,Apartment,5,1,4,4.05,283,57,160,Moderate,4,-78.665146,127.708608,349.65
927,Los Angeles,Harbor Area,Hotel room,Condo,4,1,7,2.69,378,97,288,Moderate,7,60.144343,124.22939,419.85
928,Boston,Downtown,Hotel room,Cottage,1,1,2,3.78,209,99,199,Strict,8,51.211008,-7.10856,329.01
929,Boston,Suburb,Entire home/apt,Townhouse,1,2,2,3.36,205,62,275,Strict,9,-56.636284,-116.124605,299.32
930,Seattle,City Center,Shared room,Cottage,5,1,6,3.32,465,64,15,Strict,3,24.179284,-8.104302,445.01
931,Boston,Old Town,Entire home/apt,Villa,4,2,2,4.01,219,93,172,Flexible,2,57.296738,-1.944803,448.25
